followers,article,document,image,poll,text,video,achievement,call to action,insights,job opening,other,num_hashtags,num_links,contlen,num_hash_ratio,num_links_ratio,Impressions
1896.798618725773,0,0,1,0,0,0,0,0,1,0,0,1.4142135623730951,1.7320508075688772,14.966629547095765,0.0007455791818970916,0.0009131442792447995,11.21407323798279
787.2178859756681,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,9.643650760992955,0.0,0.0,9.988482898700578
660.1189286787646,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,6.244997998398398,0.0015148785416614413,0.0015148785416614413,9.086492230695029
536.0503707675241,0,0,0,0,0,1,0,1,0,0,0,2.449489742783178,2.8284271247461903,21.42428528562855,0.004569514128450217,0.005276420424253062,9.2239473753824
1616.4863129640164,0,0,0,0,0,1,0,0,1,0,0,1.4142135623730951,2.23606797749979,20.346989949375804,0.0008748688751839596,0.0013832891497854369,11.652953111173433
1554.6742424057845,0,0,1,0,0,0,0,0,1,0,0,2.449489742783178,2.449489742783178,11.661903789690601,0.001575564626961793,0.001575564626961793,10.933289810143814
813.463582466972,0,0,0,0,1,0,0,0,1,0,0,1.4142135623730951,1.4142135623730951,17.776388834631177,0.0017385087579264984,0.0017385087579264984,9.576680655666927
1088.6271170607502,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,14.422205101855956,0.0,0.000918588178016326,10.548813824047098
1195.4225194465762,0,0,0,0,0,1,1,0,0,0,0,1.4142135623730951,2.6457513110645907,17.832554500127006,0.0011830240265406817,0.0022132352938184965,10.494898198435044
175.9857948812915,0,0,1,0,0,0,0,0,1,0,0,1.4142135623730951,3.605551275463989,21.354156504062622,0.008035952920671984,0.02048774037640969,6.521239493032383
660.1189286787646,0,0,0,0,1,0,1,0,0,0,0,1.0,1.7320508075688772,12.36931687685298,0.0015148785416614413,0.0026238466014534625,9.128603062609244
1554.6742424057845,0,0,1,0,0,0,0,0,0,1,0,2.0,2.449489742783178,17.663521732655695,0.001286443130944972,0.001575564626961793,10.820582760732416
548.8023323565599,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,6.782329983125268,0.0,0.0,8.751716115023635
1554.6742424057845,1,0,0,0,0,0,0,0,0,1,0,4.58257569495584,4.69041575982343,17.832554500127006,0.002947611512405661,0.0030169765677504467,10.915819833062836
299.2757925392563,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,8.888194417315589,0.0,0.003341399554956751,7.490708057234371
156.39693091617877,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,10.816653826391969,0.0,0.0,6.192771403813017
848.1356023655651,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,27.748873851023216,0.0,0.0,10.493956173332768
4276.605078797901,1,0,0,0,0,0,0,0,0,1,0,1.0,1.4142135623730951,13.784048752090222,0.00023383033541200565,0.0003306860316339082,12.83637858375962
311.3245894560852,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,5.656854249492381,0.0,0.003212081646833932,7.648959021357763
914.644739776051,1,0,0,0,0,0,0,0,1,0,0,0.0,1.4142135623730951,21.540659228538015,0.0,0.0015461889199946228,9.903562549723768
1614.6702449726383,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,16.34013463836819,0.0,0.0,10.960117451463566
1896.798618725773,0,0,1,0,0,0,0,0,1,0,0,2.23606797749979,2.6457513110645907,12.96148139681572,0.0011788641953998946,0.0013948509266850622,11.228795742113357
548.8023323565599,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,7.416198487095663,0.0,0.0,8.728050373462958
910.143944659305,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,14.352700094407323,0.0,0.0,10.835203501674412
685.0204376513157,0,0,1,0,0,0,0,0,1,0,0,2.23606797749979,2.449489742783178,17.406895185529212,0.0032642354221816337,0.00357579074747256,10.043034689233503
297.85902705810344,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,21.142374511865974,0.0,0.003357292910934439,7.622859626894124
737.561522857585,0,0,1,0,0,0,0,1,0,0,0,0.0,1.4142135623730951,13.96424004376894,0.0,0.0019174177591232127,10.541384673659582
1554.6742424057845,0,0,1,0,0,0,0,0,1,0,0,1.7320508075688772,1.7320508075688772,16.97056274847714,0.001114092431922337,0.001114092431922337,11.184702469604979
1195.4225194465762,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,14.7648230602334,0.0,0.0008365243114735303,10.485163920873573
311.3245894560852,1,0,0,0,0,0,0,0,1,0,0,0.0,1.4142135623730951,13.527749258468683,0.0,0.004542569428402253,7.585006790136697
548.8023323565599,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,10.198039027185569,0.0,0.0,8.71336505502024
138.20636743652588,0,0,0,0,1,0,0,1,0,0,0,1.7320508075688772,2.0,18.57417562100671,0.012532351726590002,0.014471113285851617,7.792357181717259
4276.605078797901,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,14.317821063276353,0.0,0.00023383033541200565,12.953961341025947
848.1356023655651,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,18.0,0.0,0.0,9.780001535752806
1126.6317055719674,0,0,1,0,0,0,0,1,0,0,0,1.7320508075688772,2.0,14.696938456699069,0.001537370907460439,0.0017752030145331671,10.221431335471369
848.1356023655651,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,13.341664064126334,0.0,0.0,10.116042441306838
153.88957079672423,0,0,1,0,0,0,0,0,1,0,0,2.6457513110645907,2.6457513110645907,18.2208671582886,0.017192531614500475,0.017192531614500475,6.2218617271335
638.9475721841346,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,13.564659966250536,0.0,0.0,9.01494330203004
536.6395438280708,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,13.30413469565007,0.0,0.0018634482149164561,8.930578848992138
2375.479741020748,0,1,0,0,0,0,0,0,0,1,0,3.872983346207417,4.0,16.76305461424021,0.0016304004952461472,0.0016838703908631074,11.803937586648345
1278.9765439600524,0,0,0,0,0,1,0,0,1,0,0,1.4142135623730951,2.0,15.524174696260024,0.0011057384664728196,0.0015637503357234892,10.46952893774754
548.8023323565599,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,12.041594578792296,0.0,0.0,8.703453647218833
513.1724856225244,0,0,1,0,0,0,0,1,0,0,0,3.1622776601683795,3.1622776601683795,26.19160170741759,0.0061622120218161195,0.0061622120218161195,8.993044688503575
1507.29691832764,0,0,0,0,0,1,0,0,1,0,0,0.0,1.4142135623730951,13.527749258468683,0.0,0.0009382448442488546,10.878780508498032
513.1724856225244,0,0,1,0,0,0,0,0,1,0,0,2.449489742783178,2.6457513110645907,16.217274740226856,0.004773228907258593,0.0051556764736812736,8.747815903945598
813.463582466972,0,0,1,0,0,0,1,0,0,0,0,2.449489742783178,2.449489742783178,15.905973720586866,0.0030111854981321575,0.0030111854981321575,9.551406327012373
1465.6780001078,0,0,1,0,0,0,0,0,1,0,0,5.0990195135927845,5.291502622129181,31.096623610932426,0.003478949341681975,0.003610276351108493,11.306199406078088
1575.0726967349792,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,16.703293088490067,0.0,0.0006348913304591803,11.014474294203973
857.3878935464392,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,12.569805089976535,0.00116633324021368,0.00116633324021368,10.058021587444864
548.8023323565599,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,13.379088160259652,0.0,0.0,8.745711075099898
848.1356023655651,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,33.31666249791537,0.0,0.0,10.780136426588033
2527.6771945800356,0,0,0,0,0,1,0,0,1,0,0,1.0,2.0,11.575836902790225,0.000395620137786679,0.000791240275573358,11.78739341418827
1727.631326411975,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,8.426149773176359,0.0,0.0,12.588283456176665
513.1724856225244,1,0,0,0,0,0,0,0,1,0,0,2.449489742783178,2.449489742783178,21.142374511865974,0.004773228907258593,0.004773228907258593,8.099343474355589
513.1724856225244,0,0,1,0,0,0,0,1,0,0,0,2.449489742783178,2.6457513110645907,23.790754506740637,0.004773228907258593,0.0051556764736812736,9.395733872183353
1896.798618725773,0,0,0,0,0,1,0,0,1,0,0,1.4142135623730951,1.7320508075688772,13.45362404707371,0.0007455791818970916,0.0009131442792447995,11.222932724981206
291.76188921790316,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,8.06225774829855,0.0,0.0,7.439853038023667
910.143944659305,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,12.165525060596439,0.0,0.0,9.88007766689966
1309.9690836046475,0,0,0,0,0,1,0,0,1,0,0,2.0,2.23606797749979,13.341664064126334,0.0015267535890973788,0.0017069624050567605,10.769755340680284
1522.9405766476905,1,0,0,0,0,0,0,0,1,0,0,0.0,1.4142135623730951,19.157244060668017,0.0,0.0009286071853742802,11.112402524209383
292.9180772844175,0,0,1,0,0,0,0,0,1,0,0,1.0,2.23606797749979,31.272991542223778,0.0034139238153916333,0.007633765721221135,8.469266854040987
636.9795915098065,0,0,0,0,1,0,0,1,0,0,0,0.0,1.4142135623730951,15.968719422671311,0.0,0.002220186613861588,9.079646093790839
741.6731085862558,0,0,0,0,0,1,0,0,1,0,0,1.0,1.4142135623730951,14.177446878757825,0.001348302895740895,0.0019067882413436909,9.475130921401579
787.2178859756681,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,8.48528137423857,0.0,0.0,9.752329722994538
1085.472247457299,0,0,0,0,0,1,0,0,1,0,0,1.4142135623730951,1.7320508075688772,17.349351572897472,0.0013028555687958556,0.0015956656760466956,10.180550945839768
1575.0726967349792,0,0,1,0,0,0,0,0,1,0,0,1.7320508075688772,2.0,15.652475842498529,0.0010996640416403023,0.0012697826609183605,11.37821715147453
660.1189286787646,1,0,0,0,0,0,0,0,1,0,0,2.0,2.23606797749979,18.841443681416774,0.0030297570833228826,0.00338737139681073,9.266261242597533
708.861058318201,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,12.649110640673518,0.0,0.0,9.99650783980935
291.76188921790316,0,0,1,0,0,0,0,0,1,0,0,1.7320508075688772,2.449489742783178,14.89966442575134,0.005936521771955248,0.00839550960322227,8.166926243772835
921.7342350157121,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,4.69041575982343,0.0,0.0,12.620473108131078
1088.6271170607502,1,0,0,0,0,0,0,0,1,0,0,2.0,2.23606797749979,15.524174696260024,0.001837176356032652,0.0020540256093721826,10.583098023869162
468.7397998890216,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,18.681541692269406,0.0,0.0,9.32583991355443
311.3245894560852,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.8284271247461903,0.0,0.0,7.709066042932274
548.3529885028438,0,0,0,0,1,0,0,1,0,0,0,2.0,2.23606797749979,15.491933384829668,0.003647285675346744,0.0040777893517182735,9.205711676072356
314.8777540570308,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,15.0996688705415,0.0,0.0031758356603968896,8.292288089482367
468.7397998890216,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,26.589471600616662,0.0,0.002133379756181914,8.589391054758794
356.8991454178617,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,23.874672772626646,0.0,0.0,8.550152032212951
741.6731085862558,0,0,1,0,0,0,0,0,1,0,0,2.6457513110645907,2.8284271247461903,15.811388300841896,0.003567274154118657,0.0038135764826873818,9.571615319656326
1088.6271170607502,0,0,1,0,0,0,0,0,1,0,0,1.4142135623730951,1.4142135623730951,15.066519173319364,0.0012990798595862792,0.0012990798595862792,10.334366314035265
857.3878935464392,1,0,0,0,0,0,0,0,0,0,0,1.0,1.4142135623730951,13.820274961085254,0.00116633324021368,0.001649444286556743,9.99753693787303
299.2757925392563,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.6332495807108,0.0,0.0,7.897787058558613
638.9475721841346,1,0,0,0,0,0,0,0,1,0,0,1.0,1.7320508075688772,15.165750888103101,0.0015650736359818511,0.0027107870551071243,9.007621803274509
1800.1055524607439,0,0,0,0,0,1,0,0,1,0,0,2.0,2.23606797749979,10.63014581273465,0.001111045959091677,0.00124218714532772,11.165034684198002
1195.4225194465762,0,0,0,0,0,1,1,0,0,0,0,2.0,2.6457513110645907,17.291616465790582,0.0016730486229470606,0.0022132352938184965,10.622563167110336
857.3878935464392,0,0,1,0,0,0,0,0,1,0,0,1.7320508075688772,2.8284271247461903,17.944358444926362,0.0020201484306065294,0.003298888573113486,9.697218325613255
1575.0726967349792,0,0,1,0,0,0,0,0,1,0,0,1.4142135623730951,1.7320508075688772,19.849433241279208,0.0008978719301684713,0.0010996640416403023,11.092048400447771
910.143944659305,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,14.966629547095765,0.0,0.0,9.797417896608877
848.1356023655651,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,11.704699910719626,0.0,0.0,9.814474901605747
1616.4863129640164,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,30.708305065568176,0.0,0.0,11.022564994079909
772.8686822481553,0,0,0,0,0,1,0,1,0,0,0,0.0,1.0,13.30413469565007,0.0,0.0012938808661403576,9.731899386260713
668.8019138728597,0,0,1,0,0,0,0,1,0,0,0,2.0,2.0,13.076696830622021,0.0029904220644622784,0.0029904220644622784,9.284140868292626
1559.3950750210802,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,11.874342087037917,0.0,0.0006412743095180559,11.568589663025582
1896.798618725773,0,0,0,0,0,1,0,0,1,0,0,1.4142135623730951,1.7320508075688772,17.549928774784245,0.0007455791818970916,0.0009131442792447995,11.231449428511066
1554.6742424057845,0,0,0,0,0,1,0,1,0,0,0,2.0,2.23606797749979,13.114877048604,0.001286443130944972,0.0014382871449903105,10.894890209577342
1811.660288243908,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,17.029386365926403,0.0005519798642654619,0.0005519798642654619,11.537640126098017
1984.7848749927534,1,0,0,0,0,0,0,0,1,0,0,2.23606797749979,2.6457513110645907,14.491376746189438,0.0011266047044559192,0.0013330166631153164,11.417926856622476
677.9122362076082,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,14.560219778561036,0.0,0.0,9.74222077993906
101.4051280754578,1,0,0,0,0,0,0,0,1,0,0,2.0,2.23606797749979,20.0,0.01972286843828801,0.022050837269648554,7.470600133580047
1149.7730210785082,0,0,1,0,0,0,0,1,0,0,0,1.4142135623730951,1.7320508075688772,16.30950643030009,0.0012299936913170364,0.0015064284652845494,10.39847521531966
739.321986687803,0,0,0,0,1,0,0,0,1,0,0,2.8284271247461903,2.8284271247461903,14.933184523068078,0.003825704058143429,0.003825704058143429,9.302184552137334
1681.075845998627,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,11.224972160321824,0.0,0.0,11.099533824746032
1569.5508911787474,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,13.711309200802088,0.0,0.0006371249289336459,10.45276051355426
660.1189286787646,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,7.3484692283495345,0.0,0.0,9.079678002622751
1554.6742424057845,0,0,1,0,0,0,0,0,1,0,0,3.3166247903554,3.3166247903554,20.29778313018444,0.0021333245897372562,0.0021333245897372562,10.830722972211827
1659.9352397006337,0,0,1,0,0,0,0,0,1,0,0,1.0,1.7320508075688772,15.968719422671311,0.0006024331408135827,0.0010434448080524211,10.979815035851393
3691.4078615075846,1,0,0,0,0,0,0,0,1,0,0,1.4142135623730951,1.7320508075688772,13.96424004376894,0.00038310953853674815,0.0004692114425040806,12.537280478031718
513.1724856225244,0,0,1,0,0,0,0,1,0,0,0,2.8284271247461903,3.0,19.72308292331602,0.005511649989018904,0.005845987624143041,8.741443330236587
513.1724856225244,1,0,0,0,0,0,0,0,1,0,0,2.8284271247461903,2.8284271247461903,18.466185312619388,0.005511649989018904,0.005511649989018904,8.622799276919322
1465.6780001078,0,0,1,0,0,0,0,0,1,0,0,2.0,2.449489742783178,23.769728648009426,0.0013645561984643973,0.001671233205794874,12.185891570631734
513.1724856225244,0,0,1,0,0,0,0,0,1,0,0,3.1622776601683795,3.3166247903554,32.49615361854384,0.0061622120218161195,0.006462982492781225,9.19592902557285
739.321986687803,1,0,0,0,0,0,0,0,1,0,0,1.4142135623730951,1.7320508075688772,8.12403840463596,0.0019128520290717145,0.002342755712336577,9.322949155358824
2590.123163094759,0,0,0,0,0,1,0,0,1,0,0,1.7320508075688772,2.0,17.08800749063506,0.0006687136859929739,0.0007721640532376608,11.859310973766432
536.0503707675241,0,0,0,0,0,1,0,0,1,0,0,1.7320508075688772,1.7320508075688772,20.09975124224178,0.0032311344269548847,0.0032311344269548847,11.147598917894847
311.3245894560852,1,0,0,0,0,0,0,0,1,0,0,2.0,2.23606797749979,17.11724276862369,0.006424163293667864,0.007182432911600144,7.600132162939817
2005.2932453883147,0,0,0,0,0,1,0,0,1,0,0,1.4142135623730951,2.0,13.341664064126334,0.0007052402762665466,0.0009973603634278988,11.388654150885277
910.143944659305,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,13.0,0.0,0.00109872730117908,9.858868776019241
3691.4078615075846,1,0,0,0,0,0,0,0,1,0,0,1.0,1.7320508075688772,15.033296378372908,0.00027089935263658357,0.0004692114425040806,12.536059037315733
590.1635366574252,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,13.564659966250536,0.0,0.001694445586495925,9.376351297353228
548.3529885028438,0,0,1,0,0,0,0,0,1,0,0,2.0,2.449489742783178,22.090722034374522,0.003647285675346744,0.004466994425380932,9.099835535851472
910.143944659305,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,18.627936010197157,0.0,0.0,9.795191621648394
90.73036977771004,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,9.273618495495704,0.0,0.011021667854435136,6.892276092133677
685.0204376513157,1,0,0,0,0,0,0,1,0,0,0,1.7320508075688772,2.0,13.228756555322953,0.002528465885641961,0.002919620919424343,9.272851213760733
58.71115737234278,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,11.357816691600547,0.0,0.0,7.105736907597212
548.8023323565599,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,10.0,0.0,0.0,8.71828416218671
1616.4863129640164,0,0,0,0,1,0,0,1,0,0,0,1.4142135623730951,2.0,22.06807649071391,0.0008748688751839596,0.00123725142858325,10.87994275331378
468.0726439346782,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,16.73320053068151,0.0,0.002136420517110064,9.497160072692324
4277.284418880746,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,12.489995996796797,0.0,0.0002337931972879358,13.217424871743532
1156.1094238868568,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,7.3484692283495345,0.0,0.0,12.045914339332183
548.8023323565599,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,10.099504938362077,0.0,0.0,8.737722127601375
660.1189286787646,0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,8.18535277187245,0.0,0.0015148785416614413,9.089882010825796
638.9475721841346,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,14.247806848775006,0.0,0.0,9.022211585818873
701.6024515350556,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,14.035668847618199,0.0,0.0,10.396503114528082
701.6024515350556,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,12.767145334803704,0.0,0.0014253085886630984,9.682524123028436
848.1356023655651,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,10.723805294763608,0.0,0.0,10.168413149374114
813.463582466972,1,0,0,0,0,0,0,0,0,1,0,1.4142135623730951,1.4142135623730951,5.830951894845301,0.0017385087579264984,0.0017385087579264984,9.510775280236617
548.3529885028438,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,8.54400374531753,0.0,0.0,8.834019417047726
857.3878935464392,1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,15.231546211727817,0.00116633324021368,0.00116633324021368,9.94569802267782
268.9014689435519,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,10.908712114635714,0.0,0.0,7.498958323629718
297.85902705810344,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,9.219544457292887,0.0,0.0,7.4979834055342405
787.2178859756681,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,14.628738838327793,0.0,0.0,9.606040625362752
73.87827826905551,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,17.804493814764857,0.0,0.0,5.242593217775675
1727.631326411975,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,11.532562594670797,0.0,0.0005788271980902584,11.214980239408165
1737.023028056911,1,0,0,0,0,0,0,0,1,0,0,1.0,1.7320508075688772,18.110770276274835,0.0005756976066797638,0.000997137504565155,11.251235712968048
1554.6742424057845,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,10.344080432788601,0.0,0.0,11.055960304259402
468.7397998890216,1,0,0,0,0,0,0,0,0,1,0,2.8284271247461903,2.8284271247461903,29.88310559496787,0.0060341091697693385,0.0060341091697693385,9.66423621458731
772.8686822481553,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,15.811388300841896,0.0,0.0012938808661403576,10.310502126268855
1681.075845998627,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,14.7648230602334,0.0,0.0,11.5409327730047
1085.472247457299,0,0,0,0,0,1,0,0,1,0,0,2.0,2.23606797749979,20.85665361461421,0.001842516015204412,0.0020599955298145505,10.155607212086855
2005.2932453883147,0,0,1,0,0,0,0,0,1,0,0,1.4142135623730951,1.7320508075688772,14.142135623730951,0.0007052402762665466,0.0008637394114562404,11.378982787779803
4276.605078797901,0,0,1,0,0,0,0,0,1,0,0,1.4142135623730951,2.0,15.362291495737216,0.0003306860316339082,0.0004676606708240113,13.152906200193181
80.52328855678958,1,0,0,0,0,0,0,0,1,0,0,1.4142135623730951,3.3166247903554,25.534290669607408,0.017562789445387736,0.04118839220055361,6.592606081871903
314.8777540570308,0,0,0,0,0,1,0,0,1,0,0,2.6457513110645907,2.8284271247461903,23.49468024894146,0.008402471362220752,0.008982619725602792,7.759170366232317
1000.4399032425686,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,11.916375287812984,0.0,0.0,10.781195447770514
536.6395438280708,0,0,1,0,0,0,0,0,1,0,0,1.0,1.4142135623730951,12.328828005937952,0.0018634482149164561,0.0026353137383147863,8.987151819649442
